run,prompt_template,reward_fn,grpo_step,loss,grad_norm,token_entropy,train_answer_accuracy,train_format_accuracy
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,1,-0.002633252392115537,0.09423828125,0.9270553588867188,0.015625,0.1796875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,2,-0.0017721796830301173,1.5078125,0.43749237060546875,0.1484375,0.703125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,3,-0.015496694650209974,0.4765625,0.5140457153320312,0.21484375,0.77734375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,4,-0.017495391286502127,0.494140625,0.45953369140625,0.28125,0.671875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,5,0.0056770156043057796,0.361328125,0.46225738525390625,0.27734375,0.67578125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,6,-0.002741519419942051,0.23828125,0.43103790283203125,0.2265625,0.62890625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,7,0.007191687502199784,0.263671875,0.3509559631347656,0.34375,0.66796875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,8,-0.009756796913279686,0.1796875,0.40398406982421875,0.3046875,0.640625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,9,-0.008590330922743306,0.24609375,0.36362457275390625,0.30078125,0.67578125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,10,-0.010287113196682185,0.20703125,0.3560791015625,0.26953125,0.62109375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,11,-0.007291071327927057,0.1943359375,0.339691162109375,0.265625,0.6640625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,12,-0.02371162511553848,0.3515625,0.3330078125,0.4609375,0.82421875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,13,-0.017178053472889587,0.1982421875,0.3217964172363281,0.453125,0.80859375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,14,-0.010667588569049258,0.169921875,0.3192024230957031,0.43359375,0.7421875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,15,-0.0004833499879168812,0.11669921875,0.29853057861328125,0.328125,0.71484375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,16,-0.004040832143800799,0.1123046875,0.2672080993652344,0.4140625,0.76171875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,17,-0.005473363180499291,0.126953125,0.2964973449707031,0.41796875,0.75390625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,18,-0.008929801781050628,0.1630859375,0.3023872375488281,0.38671875,0.7265625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,19,-0.0022569565298908856,0.1142578125,0.23439979553222656,0.56640625,0.77734375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,20,-0.0052484669322439,0.11376953125,0.28946685791015625,0.4296875,0.81640625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,21,-0.007267347960805637,0.130859375,0.2798881530761719,0.5,0.8125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,22,-0.004221149698423687,0.11328125,0.2630805969238281,0.44921875,0.83984375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,23,-0.007741206442005932,0.1005859375,0.24985122680664062,0.4921875,0.859375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,24,-0.00904249888844788,0.1357421875,0.232086181640625,0.46875,0.8125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,25,-0.006484433099103626,0.11083984375,0.2445220947265625,0.48828125,0.87109375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,26,-0.004881228311205632,0.10400390625,0.2467498779296875,0.54296875,0.88671875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,27,-0.0026956888250424527,0.1337890625,0.2225189208984375,0.58984375,0.91796875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,28,-0.015133628385228803,0.126953125,0.23315048217773438,0.6171875,0.8828125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,29,-0.00580477541370783,0.11669921875,0.23001861572265625,0.55859375,0.9140625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,30,-0.007686559987632791,0.0927734375,0.208740234375,0.5625,0.9296875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,31,-0.0014039920715731569,0.1064453125,0.19797515869140625,0.62890625,0.9296875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,32,-0.0018205918313469738,0.111328125,0.19929885864257812,0.640625,0.9140625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,33,-0.004499226451116556,0.09765625,0.19092750549316406,0.63671875,0.90625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,34,-0.005574065216933377,0.11474609375,0.20524978637695312,0.578125,0.8984375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,35,-0.014295509354269598,0.1318359375,0.21402359008789062,0.5078125,0.86328125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,36,-0.008837699868308846,0.11474609375,0.21750259399414062,0.47265625,0.87109375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,37,-0.0043152006837772205,0.12890625,0.19341278076171875,0.6015625,0.89453125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,38,-0.005661458428221522,0.1015625,0.18838882446289062,0.65234375,0.92578125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,39,-0.005289747155984514,0.138671875,0.16915512084960938,0.6484375,0.92578125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,40,-0.003181167583534261,0.08447265625,0.19026947021484375,0.609375,0.91015625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,41,-0.005559088509471621,0.099609375,0.1712474822998047,0.69140625,0.9296875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,42,-0.00537966351112118,0.1025390625,0.17356491088867188,0.6328125,0.921875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,43,-0.0008414216608798597,0.0830078125,0.13904762268066406,0.7109375,0.9609375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,44,-0.004145897033595247,0.08544921875,0.1745014190673828,0.61328125,0.953125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,45,-0.0042300739769416396,0.10107421875,0.15990447998046875,0.58984375,0.91796875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,46,-0.0006664992179139517,0.07470703125,0.1578350067138672,0.53515625,0.9609375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,47,-0.00249040654671262,0.1025390625,0.15369415283203125,0.6796875,0.98046875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,48,-0.0023634485187358223,0.078125,0.12807846069335938,0.58203125,0.91796875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,49,0.00015562348926323466,0.1259765625,0.11904335021972656,0.609375,0.96875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,50,-0.0015639297853340395,0.09716796875,0.1294403076171875,0.72265625,0.98828125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,51,-0.0008169331376848277,0.1484375,0.10453033447265625,0.6875,0.92578125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,52,-0.002193189933677786,0.1328125,0.1130828857421875,0.80859375,0.953125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,53,-0.002421444823994534,0.21484375,0.08635330200195312,0.75390625,0.9453125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,54,-0.008655435343825957,0.4453125,0.103759765625,0.62109375,0.96875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,55,0.0022804300897405483,0.3671875,0.13095474243164062,0.80859375,0.96875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,56,-0.0031443442858289927,0.375,0.10289764404296875,0.65234375,0.9296875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,57,-0.004513504361966625,0.58984375,0.12189912796020508,0.72265625,0.98046875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,58,-0.007248292728036176,0.66015625,0.0970306396484375,0.6953125,0.94921875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,59,-0.013409546998445876,0.8984375,0.09579086303710938,0.7109375,0.9765625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,60,-0.0054042212723288685,1.1953125,0.33509063720703125,0.55859375,0.95703125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,61,-0.019747148326132447,1.5234375,0.14057350158691406,0.75390625,0.98828125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,62,-0.02830524553428404,2.296875,1.0724639892578125,0.76171875,0.97265625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,63,-0.015957799230818637,2.0,0.5448532104492188,0.7109375,0.984375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,64,-0.023791463463567197,8.0,1.950897216796875,0.59765625,0.9375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,65,-0.01897982379887253,1.453125,3.83245849609375,0.70703125,0.9609375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,66,-0.019277448998764157,1.1171875,4.290283203125,0.765625,0.9765625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,67,-0.06888827419606969,2.21875,2.785675048828125,0.62109375,0.94921875
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,68,-0.007327760416956153,0.71484375,0.05105304718017578,0.68359375,0.96484375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,69,-0.003955489046347793,0.68359375,0.04211139678955078,0.8125,0.9765625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,70,0.005891999593586661,2.984375,0.11717605590820312,0.7109375,0.9609375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,71,0.004708929714979604,1.59375,4.109954833984375,0.48046875,0.9375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,72,-0.03835749777499586,2.015625,2.7313308715820312,0.71484375,0.9609375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,73,0.006487064645625651,3.453125,3.124298095703125,0.6796875,0.94140625
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,74,-0.048092058656038716,2.59375,2.32867431640625,0.7421875,0.95703125
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,75,-0.06221825795364566,4.34375,0.5901718139648438,0.7578125,0.96484375
r1_zero_reference,cs336_alignment/prompts/r1_zero.prompt,r1_zero,76,-0.0584908730306779,7.3125,0.48979949951171875,0.71484375,0.94140625
